120,Agatu,6
121,Apa,6
122,Buruku,6
123,Gboko,6
124,Guma,6
125,Gwer East,6
126,Gwer West,6
127,Katsina-ala,6
128,Konshisha,6
129,Kwande,6
130,Logo,6
131,Makurdi,6
132,Obi,6
133,Ogbadibo,6
134,Oju,7
135,Ohimini,7
136,Okpokwu,7
137,Otukpo,7
138,Tarka,7
139,Ukum,7
140,Ushongo,7
141,Vandeikya,7
142,Abadam,7
143,Askira / Uba,7
144,Bama,7
145,Bayo,7
146,Biu,7
147,Chibok,7
148,Damboa,7
149,Dikwa,7
150,Gubio,7
151,Guzamala,7
152,Gwoza,7
153,Hawul,7
154,Jere,7
155,Kaga,7
156,Kala Balge,7
157,Konduga,7
158,Kukawa,7
159,Kwaya / Kusar,7
160,Mafa,7
161,Magumeri,8
162,Maiduguri M. C.,8
163,Marte,8
164,Mobbar,8
165,Monguno,8
166,Ngala,8
167,Nganzai,8
168,Shani,8
169,Abi,9
170,Akamkpa,9
171,Akpabuyo,9
172,Bakassi,9
173,Bekwarra,9
174,Biase,9
175,Boki,9
176,Calabar Municipality,9
177,Calabar South,9
178,Etung,9
179,Ikom,9
180,Obanliku,9
181,Obubra,9
182,Obudu,9
183,Odukpani,9
184,Ogoja,9
185,Yakurr,9
186,Yala,9
187,Aniocha North,10
188,Aniocha - South,10
189,Bomadi,10
190,Burutu,10
191,Ethiope East,10
192,Ethiope West,10
193,Ika North- East,10
194,Ika - South,10
195,Isoko North,10
196,Isoko South,10
197,Ndokwa East,10
198,Ndokwa West,10
199,Okpe,10
200,Oshimili - North,10
201,Oshimili - South,10
202,Patani,10
203,Sapele,10
204,Udu,10
205,Ughelli North,10
206,Ughelli South,10
207,Ukwuani,10
208,Uvwie,10
209,Warri North,10
210,Warri South,10
211,Warri South West,10
212,Abakaliki,11
213,Afikpo North,11
214,Afikpo South,11
215,Ebonyi,11
216,Ezza North,11
217,Ezza South,11
218,Ikwo,11
219,Ishielu,11
220,Ivo,11
221,Izzi,11
222,Ohaozara,11
223,Ohaukwu,11
224,Onicha,11
225,Akoko Edo,12
226,Egor,12
227,Esan Central,12
228,Esan North East,12
229,Esan South East,12
230,Esan West,12
231,Etsako Central,12
232,Etsako East,12
233,Etsako West,12
234,Igueben,12
235,Ikpoba/okha,12
236,Oredo,12
237,Orhionmwon,12
238,Ovia North East,12
239,Ovia South West,12
240,Owan East,12
241,Owan West,12
242,Uhunmwode,12
243,Ado Ekiti,13
244,Efon,13
245,Ekiti East,13
246,Ekiti West,13
247,Ekiti South West,13
248,Emure,13
249,Gbonyin,13
250,Ido / Osi,13
251,Ijero,13
252,Ikere,13
253,Ikole,13
254,Ilejemeje,13
255,Irepodun / Ifelodun,13
256,Ise / Orun,13
257,Moba,13
258,Oye,13
259,Aninri,14
260,Awgu,14
261,Enugu East,14
262,Enugu North,14
263,Enugu South,14
264,Ezeagu,14
265,Igbo Etiti,14
266,Igbo Eze North,14
267,Igbo Eze South,14
268,Isi Uzo,14
269,Nkanu East,14
270,Nkanu West,14
271,Nsukka,14
272,Oji-river,14
273,Udenu,14
274,Udi,14
275,Uzo-uwani,14
276,Abaji,15
277,Bwari,15
278,Gwagwalada,15
279,Kuje,15
280,Kwali,15
281,Municipal,15
282,Akko,16
283,Balanga,16
284,Billiri,16
285,Dukku,16
286,Funakaye,16
287,Gombe,16
288,Kaltungo,16
289,Kwami,16
290,Nafada,16
291,Shongom,16
292,Yalmaltu/ Deba,16
293,Aboh Mbaise,17
294,Ahiazu Mbaise,17
295,Ehime Mbano,17
296,Ezinihitte Mbaise,17
297,Ideato North,17
298,Ideato South,17
299,Ihitte/uboma (isinweke),17
300,Ikeduru (iho),17
301,Isiala Mbano (umuelemai),17
302,Isu (umundugba),17
303,Mbaitoli (nwaorieubi),17
304,Ngor Okpala (umuneke),17
305,Njaba (nnenasa),17
306,Nkwerre,17
307,Nwangele (onu-nwangele Amaigbo),17
308,Obowo (otoko),17
309,Oguta (oguta),17
310,Ohaji/egbema (mmahu-egbema),17
311,Okigwe (okigwe),17
312,Onuimo (okwe),17
313,Orlu,17
314,Orsu (awo Idemili),17
315,Oru-east,17
316,Oru West (mgbidi),17
317,Owerri Municipal,17
318,Owerri North (orie Uratta),17
319,Owerri West (umuguma),17
320,Auyo,18
321,Babura,18
322,Birnin Kudu,18
323,Birniwa,18
324,Buji,18
325,Dutse,18
326,Garki,18
327,Gagarawa,18
328,Gumel,18
329,Guri,18
330,Gwaram,18
331,Gwiwa,18
332,Hadejia,18
333,Jahun,18
334,Kafin Hausa,18
335,Kaugama,18
336,Kazaure,18
337,Kirika Samma,18
338,Kiyawa,18
339,Maigatari,18
340,Malam Madori,18
341,Miga,18
342,Ringim,18
343,Roni,18
344,Sule-tankarkar,18
345,Taura,18
346,Yankwashi,18
347,Birnin Gwari,19
348,Chikun,19
349,Giwa,19
350,Igabi,19
351,Ikara,19
352,Jaba,19
353,JEMA'A,19
354,Kachia,19
355,Kaduna North,19
356,Kaduna South,19
357,Kagarko,19
358,Kajuru,19
359,Kaura,19
360,Kauru,19
361,Kubau,19
362,Kudan,19
363,Lere,19
364,Makarfi,19
365,Sabon Gari,19
366,Sanga,19
367,Soba,19
368,Zangon Kataf,19
369,Zaria,19
370,Ajingi,20
371,Albasu,20
372,Bagwai,20
373,Bebeji,20
374,Bichi,20
375,Bunkure,20
376,Dala,20
377,Danbata,20
378,Dawaki Kudu,20
379,Dawaki Tofa,20
380,Doguwa,20
381,Fagge,20
382,Gabasawa,20
383,Garko,20
384,Garun Malam,20
385,Gaya,20
386,Gezawa,20
387,Gwale,20
388,Gwarzo,20
389,Kabo,20
390,Kano Municipal,20
391,Karaye,21
392,Kibiya,21
393,Kiru,21
394,Kumbotso,21
395,Kunchi,21
396,Kura,21
397,Madobi,21
398,Makoda,21
399,Minjibir,21
400,Nasarawa,21
401,Rano,21
402,Rimin Gado,21
403,Rogo,21
404,Shanono,21
405,Sumaila,21
406,Takai,21
407,Tarauni,21
408,Tofa,21
409,Tsanyawa,21
410,Tudun Wada,21
411,Ungogo,21
412,Warawa,21
413,Wudil,21
414,Bakori,21
415,Batagarawa,21
416,Batsari,21
417,Baure,21
418,Bindawa,21
419,Charanchi,21
420,Dandume,21
421,Danja,21
422,Dan Musa,21
423,Daura,21
424,Dutsi,21
425,Dutsin-ma,21
426,Faskari,21
427,Funtua,21
428,Ingawa,21
429,Jibia,21
430,Kafur,21
431,Kaita,21
432,Kankara,21
433,Kankia,21
434,Katsina,21
435,Kurfi,22
436,Kusada,22
437,MAI'ADUA,22
438,Malufashi,22
439,Mani,22
440,Mashi,22
441,Matazu,22
442,Musawa,22
443,Rimi,22
444,Sabuwa,22
445,Safana,22
446,Sandamu,22
447,Zango,22
448,Aliero,22
449,Arewa,22
450,Argungu,22
451,Augie,22
452,Bagudo,22
453,Birnin Kebbi,22
454,Bunza,22
455,Dandi,22
456,Fakai,23
457,Gwandu,23
458,Jega,23
459,Kalgo,23
460,Koko/besse,23
461,Maiyama,23
462,Ngaski,23
463,Sakaba,23
464,Shanga,23
465,Suru,23
466,Wasagu/danko,23
467,Yauri,23
468,Zuru,23
469,Adavi,23
470,Ajaokuta,23
471,Ankpa,23
472,Bassa,23
473,Dekina,23
474,Ibaji,23
475,Idah,23
476,Igalamela/odolu,24
477,Ijumu,24
478,Kabba/bunu,24
479,Kogi . K. K.,24
480,Lokoja,24
481,Mopa Moro,24
482,Ofu,24
483,Ogori Mangogo,24
484,Okehi,24
485,Okene,24
486,Olamaboro,24
487,Omala,24
488,Yagba East,24
489,Yagba West,24
490,Asa,24
491,Baruten,24
492,Edu,24
493,Ekiti,24
494,Ifelodun,24
495,Ilorin East,24
496,Ilorin-south,24
497,Ilorin-west,24
498,Irepodun,24
499,Isin,24
500,Kaiama,24
501,Moro,24
502,Offa,24
503,Oke - Ero,24
504,Oyun,24
505,Patigi,24
506,Agege,24
507,Ajeromi/ifelodun,24
508,Alimosho,24
509,Amuwo-odofin,24
510,Apapa,25
511,Badagry,25
512,Epe,25
513,Eti-osa,25
514,Ibeju/lekki,25
515,Ifako-ijaye,25
516,Ikeja,25
517,Ikorodu,25
518,Kosofe,25
519,Lagos Island,25
520,Lagos Mainland,25
521,Mushin,25
522,Ojo,25
523,Oshodi/isolo,25
524,Somolu,25
525,Surulere,25
526,Akwanga,26
527,Awe,26
528,Doma,26
529,Karu,26
530,Keana,26
531,Keffi,26
532,Kokona,26
533,Lafia,26
534,Nasarawa,26
535,Nasarawa Eggon,26
536,Obi,26
537,Toto,26
538,Wamba,26
539,Agaie,27
540,Agwara,27
541,Bida,27
542,Borgu,27
543,Bosso,27
544,Chanchaga,27
545,Edatti,27
546,Gbako,27
547,Gurara,27
548,Katcha,27
549,Kontagora,27
550,Lapai,27
551,Lavun,27
552,Magama,27
553,Mariga,27
554,Mashegu,27
555,Mokwa,27
556,Munya,27
557,Paikoro,27
558,Rafi,27
559,Rijau,27
560,Shiroro,27
561,Suleja,27
562,Tafa,27
563,Wushishi,27
564,Abeokuta North,28
565,Abeokuta South,28
566,Ado Odo-ota,28
567,Egbado North,28
568,Egbado South,28
569,Ewekoro,28
570,Ifo,28
571,Ijebu East,28
572,Ijebu North,28
573,Ijebu North East,28
574,Ijebu Ode,28
575,Ikenne,28
576,Imeko/afon,28
577,Ipokia,28
578,Obafemi/owode,28
579,Odeda,28
580,Odogbolu,28
581,Ogun Water Side,28
582,Remo North,28
583,Sagamu,28
584,Akoko North East,29
585,Akoko North West,29
586,Akoko South East,29
587,Akoko South West,29
588,Akure North,29
589,Akure South,29
590,Ese-odo,29
591,Idanre,29
592,Ifedore,29
593,Ilaje,29
594,Ileoluji/okeigbo,29
595,Irele,29
596,Odigbo,29
597,Okitipupa,29
598,Ondo East,29
599,Ondo West,29
600,Ose,29
601,Owo,29
602,Atakumosa East,30
603,Atakumosa West,30
604,Ayedaade,30
605,Ayedire,30
606,Boluwaduro,30
607,Boripe,30
608,Ede North,30
609,Ede South,30
610,Egbedore,30
611,Ejigbo,30
612,Ife Central,30
613,Ifedayo,30
614,Ife East,30
615,Ifelodun,30
616,Ife North,30
617,Ife South,30
618,Ila,30
619,Ilesa East,30
620,Ilesa West,30
621,Irepodun,30
622,Irewole,30
623,Isokan,30
624,Iwo,30
625,Obokun,31
626,Odo-otin,31
627,Ola-oluwa,31
628,Olorunda,31
629,Oriade,31
630,Orolu,31
631,Osogbo,31
632,Afijio,31
633,Akinyele,31
634,Atiba,31
635,Atisbo,31
636,Egbeda,31
637,Ibadan North,31
638,Ibadan North East,31
639,Ibadan North West,31
640,Ibadan South-east,31
641,Ibadan South West,31
642,Ibarapa Central,31
643,Ibarapa East,31
644,Ibarapa North,31
645,Ido,31
646,Irepo,31
647,Iseyin,31
648,Itesiwaju,31
649,Iwajowa,31
650,Kajola,31
651,Lagelu,31
652,Ogbomoso North,31
653,Ogbomoso South,31
654,Ogo-oluwa,31
655,Olorunsogo,31
656,Oluyole,31
657,Ona-ara,31
658,Oorelope,32
659,Ori Ire,32
660,Oyo East,32
661,Oyo West,32
662,Saki East,32
663,Saki West,32
664,Surulere,32
665,Jos North,32
666,Barikin Ladi,32
667,Bassa,32
668,Bokkos,32
669,Jos East,32
670,Jos South,32
671,Kanam,32
672,Kanke,32
673,Langtang North,32
674,Langtang South,32
675,Mangu,32
676,Mikang,32
677,Pankshin,32
678,QUA'AN PAN,32
679,Riyom,32
680,Shendam,32
681,Wase,32
682,Abua-odual,32
683,Ahoada East,32
684,Ahoada West,32
685,Akuku Toru,32
686,Andoni,32
687,Asari-toru,32
688,Bonny,33
689,Degema,33
690,Eleme,33
691,Emohua,33
692,Etche,33
693,Gokana,33
694,Ikwerre,33
695,Khana,33
696,Obio/akpor,33
697,Ogba/egbema/ndoni,33
698,Ogu/bolo,33
699,Okrika,33
700,Omuma,33
701,Opobo/nekoro,33
702,Oyigbo,33
703,Port Harcourt,33
704,Tai,33
705,Binji,33
706,Bodinga,33
707,Dange/shuni,33
708,Gada,33
709,Goronyo,33
710,Gudu,33
711,Gwadabawa,34
712,Illela,34
713,Isa,34
714,Kware,34
715,Kebbe,34
716,Rabah,34
717,S/birni,34
718,Shagari,34
719,Silame,34
720,Sokoto North,34
721,Sokoto South,34
722,Tambuwal,34
723,Tangaza,34
724,Tureta,34
725,Wamakko,34
726,Wurno,34
727,Yabo,34
728,Ardo - Kola,35
729,Bali,35
730,Donga,35
731,Gashaka,35
732,Gassol,35
733,Ibi,35
734,Jalingo,35
735,Karim-lamido,35
736,Kurmi,35
737,Lau,35
738,Sardauna,35
739,Takum,35
740,Ussa,35
741,Wukari,35
742,Yorro,35
743,Zing,35
744,Bade,36
745,Bursari,36
746,Damaturu,36
747,Fika,36
748,Fune,36
749,Geidam,36
750,Gujba,36
751,Gulani,36
752,Jakusko,36
753,Karasawa,36
754,Machina,36
755,Nangere,36
756,Nguru,36
757,Potiskum,36
758,Tarmuwa,36
759,Yunusari,36
760,Yusufari,36
761,Anka,37
762,Bakura,37
763,Birnin Magaji,37
764,Bukkuyum,37
765,Bungudu,37
766,Gummi,37
767,Gusau,37
768,Kaura Namoda,37
769,Maradun,37
770,Maru,37
771,Shinkafi,37
772,Talata Mafara,37
773,Tsafe,37
774,Zurmi,37
